machine,core,Kernel,Kernel,Basic_ARRAY_OF_PTRS,Basic_COPY8,Basic_DAXPY,Basic_DAXPY_ATOMIC,Basic_EMPTY,Basic_IF_QUAD,Basic_INDEXLIST,Basic_INDEXLIST_3LOOP,Basic_INIT3,Basic_INIT_VIEW1D,Basic_INIT_VIEW1D_OFFSET,Basic_MAT_MAT_SHARED,Basic_MULADDSUB,Basic_NESTED_INIT,Basic_PI_ATOMIC,Basic_PI_REDUCE,Basic_REDUCE3_INT,Basic_REDUCE_STRUCT,Basic_TRAP_INT,Basic_MULTI_REDUCE,Lcals_DIFF_PREDICT,Lcals_EOS,Lcals_FIRST_DIFF,Lcals_FIRST_MIN,Lcals_FIRST_SUM,Lcals_GEN_LIN_RECUR,Lcals_HYDRO_1D,Lcals_HYDRO_2D,Lcals_INT_PREDICT,Lcals_PLANCKIAN,Lcals_TRIDIAG_ELIM,Polybench_2MM,Polybench_3MM,Polybench_ADI,Polybench_ATAX,Polybench_FDTD_2D,Polybench_FLOYD_WARSHALL,Polybench_GEMM,Polybench_GEMVER,Polybench_GESUMMV,Polybench_HEAT_3D,Polybench_JACOBI_1D,Polybench_JACOBI_2D,Polybench_MVT,Stream_ADD,Stream_COPY,Stream_DOT,Stream_MUL,Stream_TRIAD,Apps_CONVECTION3DPA,Apps_DEL_DOT_VEC_2D,Apps_DIFFUSION3DPA,Apps_EDGE3D,Apps_ENERGY,Apps_FEMSWEEP,Apps_FIR,Apps_LTIMES,Apps_LTIMES_NOVIEW,Apps_MASS3DEA,Apps_MASS3DPA,Apps_MATVEC_3D_STENCIL,Apps_NODAL_ACCUMULATION_3D,Apps_PRESSURE,Apps_VOL3D,Apps_ZONAL_ACCUMULATION_3D,Algorithm_SCAN,Algorithm_SORT,Algorithm_SORTPAIRS,Algorithm_REDUCE_SUM,Algorithm_MEMSET,Algorithm_MEMCPY,Algorithm_ATOMIC,Algorithm_HISTOGRAM,Comm_HALO_PACKING,Comm_HALO_PACKING_FUSED
corona-cpu,32,,,0.087246,0.038851,0.012113,0.090881,0.015131,0.022631,0.020252,0.024724,0.020211,0.115429,0.068430,0.070189,0.014556,0.049809,2.114984,0.006301,0.001752,0.004725,0.014323,0.958529,0.092030,0.021690,0.044298,0.005898,0.046556,0.155261,0.026931,0.050307,0.131924,0.006842,0.032666,1.042752,1.503658,0.021224,0.018867,0.030943,0.282382,1.282341,0.010286,0.004758,0.074117,0.065622,0.128677,0.017623,0.025693,0.044850,0.038624,0.043841,0.027471,0.007448,0.037089,0.029285,0.947740,0.107910,0.000000,0.026346,0.035675,0.035189,0.000000,0.008310,0.135236,0.138668,0.031956,0.057088,0.012351,0.006487,,,0.002038,0.002996,0.004505,,0.415878,0.230797,
corona-cpu,16,,,0.113291,0.045842,0.011795,0.173344,0.013214,0.025931,0.032679,0.038057,0.022282,0.110041,0.062912,0.102106,0.017062,0.048065,1.850336,0.005395,0.001499,0.004988,0.013906,0.879057,0.108612,0.021772,0.039250,0.005619,0.040599,0.258038,0.026528,0.057844,0.157273,0.008067,0.032346,0.687237,1.028062,0.031854,0.008879,0.026740,0.248133,0.925108,0.009634,0.004878,0.066125,0.066005,0.120815,0.007739,0.023793,0.036864,0.042686,0.034289,0.024118,0.008433,0.042897,0.039903,1.081973,0.132559,0.000000,0.026478,0.057739,0.057838,0.000000,0.009155,0.116951,0.274954,0.036571,0.063729,0.013201,0.008875,,,0.001935,0.002457,0.003792,,0.389527,0.117366,
corona-cpu,8,,,0.131721,0.097983,0.016083,0.337616,0.021126,0.060547,0.062649,0.071843,0.117499,0.200255,0.108061,0.157462,0.082487,0.087939,1.574536,0.009978,0.003376,0.005922,0.026868,0.515807,0.288227,0.052899,0.067934,0.008857,0.066921,0.422525,0.052075,0.157221,0.377310,0.016001,0.095390,1.002654,1.504218,0.055990,0.014035,0.050007,0.401172,1.289193,0.011200,0.007587,0.088692,0.114879,0.210224,0.012540,0.053541,0.056688,0.064942,0.054208,0.055629,0.018316,0.084903,0.085587,2.144330,0.397386,0.000000,0.049779,0.113478,0.113802,0.000000,0.016429,0.228847,0.542051,0.141987,0.126049,0.024707,0.015143,,,0.002451,0.002743,0.004452,,0.325953,0.067104,
corona-cpu,4,,,0.246928,0.168755,0.055594,0.680919,0.039634,0.161703,0.126619,0.146642,0.458518,0.394941,0.207778,0.324933,0.322916,0.175411,1.217484,0.019859,0.002523,0.007566,0.053124,0.373773,0.548333,0.271418,0.225854,0.016963,0.228697,0.576775,0.315539,0.343675,0.767844,0.043030,0.539785,2.021060,3.027810,0.107919,0.030747,0.218901,1.397179,2.605690,0.015558,0.015681,0.167745,0.377230,0.530431,0.030068,0.316506,0.205970,0.219850,0.204326,0.313723,0.049373,0.173955,0.184712,4.314785,0.881099,0.000000,0.100821,0.227682,0.228205,0.000000,0.032899,0.453427,1.091891,0.600484,0.255612,0.056432,0.032016,,,0.003641,0.004142,0.012622,,0.270507,0.073813,
dane,224,,,0.016530,0.004248,0.011764,0.042415,0.022229,0.007828,0.005829,0.009462,0.013514,0.058610,0.057855,0.016042,0.009692,0.022249,33.988430,0.002948,0.015325,0.015728,0.003550,4.287027,0.014295,0.014851,0.045824,0.030260,0.045354,0.167612,0.023793,0.010436,0.015306,0.002364,0.023809,0.225275,0.342204,0.005647,0.009424,0.034989,0.267341,0.265112,0.004639,0.003073,0.041816,0.080976,0.111282,0.006301,0.024589,0.040397,0.081118,0.040761,0.023071,0.002486,0.007796,0.005438,0.126202,0.011564,0.000000,0.007030,0.006751,0.006716,0.000000,0.002208,0.018530,0.055721,0.019070,0.009677,0.003867,0.004090,,,0.002299,0.002923,0.003043,,1.177824,0.638974,
dane,112,,,0.032302,0.005705,0.006176,0.061118,0.011391,0.008239,0.006531,0.006553,0.012981,0.029040,0.028393,0.016246,0.009435,0.011367,7.482761,0.001353,0.003843,0.004222,0.002063,4.165781,0.024703,0.009080,0.023584,0.008267,0.023239,0.119877,0.013201,0.015299,0.044151,0.002136,0.013447,0.388735,0.587472,0.005904,0.010235,0.021309,0.148317,0.459784,0.011751,0.001940,0.040856,0.041080,0.086847,0.007950,0.012848,0.020141,0.026823,0.021536,0.012071,0.002251,0.010123,0.006369,0.193643,0.023821,0.000000,0.006401,0.009611,0.009639,0.000000,0.002227,0.024218,0.093273,0.014923,0.013766,0.003251,0.002941,,,0.000910,0.001347,0.001622,,1.392197,0.259584,
dane,56,,,0.032195,0.005325,0.004920,0.053366,0.007995,0.008077,0.008840,0.005090,0.026167,0.019786,0.019957,0.019418,0.019366,0.010641,3.071541,0.001220,0.002003,0.002460,0.001995,1.404077,0.022156,0.010054,0.017368,0.004993,0.017621,0.137591,0.011408,0.015948,0.041699,0.002451,0.011273,0.099057,0.142425,0.007797,0.003969,0.018536,0.124906,0.120470,0.010209,0.001721,0.027530,0.031344,0.052972,0.002328,0.009364,0.015216,0.018330,0.015983,0.009475,0.002375,0.010120,0.006508,0.205366,0.022509,0.000000,0.006538,0.009914,0.009825,0.000000,0.002251,0.025758,0.082355,0.019726,0.013658,0.003616,0.002703,,,0.000747,0.001131,0.001464,,0.552558,0.219141,
dane,32,,,0.050170,0.025245,0.004371,0.089056,0.007330,0.011808,0.013943,0.006158,0.024199,0.017894,0.017960,0.024239,0.017374,0.008474,2.818351,0.001350,0.000978,0.001164,0.002759,1.322577,0.067825,0.011985,0.016763,0.004444,0.018440,0.110369,0.013695,0.079499,0.087959,0.003020,0.018651,0.168590,0.246512,0.012491,0.003657,0.022264,0.120999,0.210164,0.005218,0.001587,0.029342,0.031347,0.065648,0.002839,0.011342,0.014273,0.015933,0.015100,0.011106,0.003185,0.015918,0.010824,0.358857,0.065137,0.000000,0.009142,0.016335,0.016001,0.000000,0.002790,0.061411,0.143163,0.022301,0.021962,0.005420,0.003064,,,0.000464,0.000781,0.001024,,0.508747,0.114887,
dane,16,,,0.097390,0.073928,0.006389,0.160756,0.009880,0.021706,0.025601,0.010570,0.054818,0.023690,0.023496,0.034690,0.037237,0.010370,2.261401,0.001951,0.000569,0.001178,0.004424,0.962614,0.330271,0.033780,0.028877,0.007053,0.033370,0.121967,0.042194,0.185243,0.253854,0.009256,0.065790,0.291874,0.460781,0.020488,0.005640,0.083757,0.250061,0.379416,0.003335,0.003036,0.036158,0.059210,0.095407,0.005163,0.041356,0.025079,0.023647,0.026268,0.042196,0.006697,0.034397,0.031369,0.633456,0.221658,0.000000,0.014417,0.028807,0.028525,0.000000,0.004743,0.145602,0.258287,0.076418,0.039686,0.009245,0.004683,,,0.000559,0.001022,0.001573,,0.423359,0.056899,
dane,8,,,0.177338,0.163076,0.034063,0.322900,0.017458,0.126463,0.054454,0.023643,0.418781,0.047371,0.047748,0.065897,0.294313,0.021430,1.967353,0.003549,0.000690,0.003611,0.008513,0.770550,0.531463,0.216070,0.159004,0.013452,0.157781,0.462518,0.179669,0.316229,0.548600,0.036564,0.412406,0.517658,0.845732,0.043491,0.012179,0.195849,0.913276,0.741795,0.004758,0.008578,0.069420,0.215970,0.280156,0.011615,0.176930,0.143864,0.136055,0.143735,0.182515,0.023213,0.089712,0.068908,1.266823,0.588010,0.000000,0.028714,0.057431,0.056954,0.000000,0.009737,0.282965,0.517566,0.474389,0.086590,0.027115,0.011082,,,0.000953,0.002032,0.008188,,0.410936,0.040661,
dane,4,,,0.203165,0.204981,0.069797,0.647346,0.033733,0.183925,0.108023,0.047808,0.625996,0.151137,0.151177,0.115613,0.439511,0.062877,1.846578,0.006824,0.001228,0.007933,0.016731,0.724928,0.717929,0.339599,0.333895,0.026618,0.328158,0.825735,0.457321,0.410333,0.704088,0.054506,0.643421,1.055628,1.566971,0.087068,0.023348,0.321419,1.847184,1.623015,0.006203,0.017338,0.193527,0.541011,0.718513,0.022173,0.454682,0.297534,0.272210,0.298237,0.459980,0.040714,0.151320,0.125518,2.532885,0.800060,0.000000,0.060512,0.114425,0.113448,0.000000,0.021106,0.405313,1.032693,0.684881,0.174007,0.058415,0.025868,,,0.002922,0.006038,0.016440,,0.400482,0.062446,
mammoth,256,,,0.018329,0.007240,0.029467,0.039036,0.046680,0.015269,0.010039,0.022396,0.033587,0.134874,0.153753,0.040808,0.024024,0.058154,3.111950,0.003777,0.006794,0.007597,0.004997,1.601370,0.024861,0.033937,0.117215,0.014063,0.118692,0.233051,0.058467,0.024417,0.041174,0.005369,0.060170,0.171883,0.250138,0.011767,0.018277,0.096130,0.764161,0.213930,0.012086,0.008368,0.073919,0.196610,0.269078,0.009255,0.055696,0.102082,0.124954,0.105916,0.057130,0.006647,0.016199,0.014726,0.166554,0.028607,0.000000,0.017488,0.015330,0.015153,0.000000,0.006196,0.034109,0.050225,0.047085,0.024767,0.009732,0.008650,,,0.004319,0.006491,0.007326,,0.335124,1.301945,
mammoth,128,,,0.019161,0.007308,0.018896,0.037871,0.026766,0.013387,0.009532,0.017133,0.025640,0.096528,0.087688,0.031908,0.018824,0.040074,2.793542,0.003155,0.003775,0.005374,0.005419,1.269914,0.024150,0.026147,0.071724,0.008760,0.072014,0.233830,0.039180,0.024153,0.031260,0.006290,0.045556,0.263680,0.366237,0.010368,0.013323,0.066728,0.443124,0.339230,0.012458,0.005618,0.096675,0.113975,0.172221,0.008719,0.038000,0.063932,0.072954,0.068191,0.041152,0.007213,0.016518,0.015320,0.277209,0.030596,0.000000,0.016280,0.016382,0.016521,0.000000,0.006661,0.038517,0.099224,0.036756,0.026409,0.008902,0.006691,,,0.003170,0.004529,0.005328,,0.412343,0.709543,
mammoth,64,,,0.013535,0.005562,0.009887,0.049195,0.012977,0.008957,0.010575,0.013917,0.016458,0.052244,0.040759,0.041092,0.012846,0.022181,2.311153,0.002282,0.001972,0.003042,0.004344,1.233608,0.019127,0.017004,0.034665,0.004903,0.035416,0.234946,0.022913,0.019225,0.023040,0.003603,0.028186,0.196681,0.248619,0.011021,0.007430,0.046131,0.232024,0.204763,0.010830,0.003409,0.050927,0.054038,0.084930,0.004756,0.022973,0.031253,0.036897,0.040598,0.023944,0.004641,0.012724,0.010497,0.286489,0.023431,0.000000,0.010101,0.015749,0.015769,0.000000,0.004137,0.033350,0.069481,0.024865,0.020376,0.005936,0.005154,,,0.001807,0.002804,0.003365,,0.441754,0.334562,
mammoth,32,,,0.075774,0.021440,0.012554,0.088043,0.009058,0.014061,0.016913,0.020052,0.018716,0.060792,0.038608,0.051095,0.016259,0.026711,2.320204,0.002959,0.001414,0.003319,0.007535,1.040738,0.031393,0.022296,0.045683,0.004508,0.044616,0.196534,0.029498,0.033147,0.028685,0.005090,0.032893,0.257646,0.382838,0.017095,0.006264,0.027715,0.194828,0.335394,0.007567,0.003700,0.047719,0.063908,0.099461,0.005378,0.026735,0.044536,0.046488,0.038210,0.027307,0.006954,0.022891,0.018167,0.566600,0.044933,0.000000,0.015167,0.029050,0.029098,0.000000,0.006077,0.066436,0.136575,0.032416,0.036178,0.008484,0.005616,,,0.001560,0.001725,0.003737,,0.416366,0.147074,
mammoth,16,,,0.091903,0.074434,0.013323,0.172043,0.012436,0.025452,0.032296,0.037549,0.024429,0.105971,0.059137,0.088719,0.019200,0.046362,2.242010,0.005211,0.001484,0.003437,0.013770,0.888498,0.182865,0.027605,0.044209,0.005482,0.047494,0.208491,0.032457,0.080037,0.224371,0.008308,0.037363,0.491686,0.737170,0.029821,0.008462,0.030369,0.236257,0.651462,0.009241,0.005081,0.050793,0.072229,0.125231,0.007446,0.029771,0.041491,0.045336,0.038187,0.029527,0.009322,0.042696,0.033129,1.087806,0.206243,0.000000,0.026137,0.056966,0.057163,0.000000,0.008993,0.135027,0.273931,0.038370,0.064475,0.013647,0.008873,,,0.001757,0.002516,0.004096,,0.402635,0.087905,
mammoth,8,,,0.152222,0.111775,0.017540,0.340471,0.020771,0.070825,0.063595,0.073809,0.207059,0.201064,0.107084,0.171419,0.146572,0.087965,2.193112,0.009901,0.003324,0.004161,0.027026,0.678651,0.361643,0.063914,0.068214,0.008858,0.068341,0.639159,0.052951,0.221370,0.504494,0.020456,0.130565,1.018879,1.517085,0.054787,0.014394,0.050338,0.412085,1.288915,0.011802,0.007958,0.079221,0.117199,0.212118,0.013066,0.055009,0.055134,0.067026,0.055815,0.054094,0.019275,0.086126,0.080988,2.171572,0.541926,0.000000,0.050460,0.113730,0.114043,0.000000,0.015719,0.234164,0.545637,0.223537,0.126934,0.025298,0.016123,,,0.002402,0.003382,0.005527,,0.381992,0.065873,
mammoth,4,,,0.288377,0.199341,0.074697,0.679773,0.039279,0.214390,0.128242,0.149158,0.643930,0.393654,0.206014,0.329208,0.450480,0.172557,2.265567,0.019712,0.001967,0.008773,0.052896,0.470423,0.691443,0.436339,0.292788,0.017070,0.292920,1.367326,0.549639,0.416922,0.935224,0.059733,0.866231,2.036008,2.993322,0.106066,0.027912,0.377492,1.493053,2.546559,0.015180,0.016570,0.178140,0.356637,0.528538,0.025846,0.549872,0.265630,0.272037,0.263162,0.552296,0.053086,0.171837,0.160676,4.337340,1.060658,0.000000,0.101464,0.227374,0.227661,0.000000,0.031094,0.462784,1.090278,0.895164,0.254168,0.064998,0.033953,,,0.003531,0.004812,0.016279,,0.324776,0.073334,
matrix-cpu,224,,,0.023138,0.013264,0.114124,0.141512,0.231036,0.043404,0.038564,0.080068,0.120155,0.564580,0.562380,0.018739,0.086851,0.228002,4.041510,0.012204,0.012355,0.012998,0.012538,1.719174,0.057873,0.116427,0.457996,0.035429,0.458674,0.280298,0.234546,0.031330,0.099203,0.011780,0.229132,0.061419,0.083784,0.011665,0.046614,0.290045,2.562643,0.073864,0.019188,0.027736,0.207333,0.730024,0.924442,0.023702,0.229078,0.407567,0.459180,0.413831,0.226933,0.011964,0.027393,0.013865,0.137306,0.036598,0.000000,0.040288,0.015773,0.015802,0.000000,0.012430,0.037622,0.068870,0.158976,0.028592,0.023316,0.034648,,,0.011320,0.023515,0.023286,,0.698369,6.454749,
matrix-cpu,112,,,0.015562,0.003713,0.006658,0.034750,0.013921,0.006097,0.005818,0.005429,0.016951,0.030813,0.031072,0.017021,0.011972,0.012202,4.152927,0.001348,0.005664,0.005872,0.001838,1.775126,0.013462,0.009473,0.025565,0.011392,0.025713,0.138632,0.014542,0.011306,0.011056,0.002442,0.014434,0.061023,0.084627,0.005566,0.003736,0.018815,0.154054,0.074765,0.002930,0.001947,0.032668,0.042607,0.067217,0.002019,0.013351,0.023538,0.028166,0.022870,0.013169,0.002041,0.006785,0.004768,0.120043,0.010851,0.000000,0.005351,0.006164,0.006039,0.000000,0.001599,0.018168,0.049196,0.015056,0.008776,0.002978,0.002756,,,0.000940,0.001396,0.001694,,0.684388,0.373019,
matrix-cpu,56,,,0.028409,0.005739,0.004812,0.050827,0.008091,0.007914,0.008400,0.004877,0.026215,0.019813,0.019989,0.018901,0.018113,0.007598,3.104465,0.001026,0.001744,0.002106,0.001793,1.347597,0.021646,0.009308,0.017464,0.004870,0.017831,0.134768,0.011161,0.015465,0.040900,0.002429,0.011069,0.095981,0.139112,0.007882,0.003346,0.014819,0.110252,0.117145,0.008370,0.001623,0.026964,0.030233,0.054085,0.002168,0.010201,0.015409,0.018244,0.015738,0.009431,0.002248,0.009661,0.006249,0.197346,0.024597,0.000000,0.005578,0.009425,0.009231,0.000000,0.002004,0.024686,0.078845,0.019037,0.013112,0.003403,0.002433,,,0.000621,0.000933,0.001250,,0.541778,0.178843,
matrix-cpu,32,,,0.045229,0.021285,0.004229,0.085947,0.007215,0.011452,0.013601,0.005860,0.023182,0.017795,0.017681,0.024076,0.016239,0.007080,2.763178,0.001300,0.000955,0.001207,0.002590,1.204436,0.060454,0.011620,0.016062,0.004388,0.018065,0.112084,0.013117,0.067209,0.082942,0.002978,0.018774,0.164492,0.260322,0.011917,0.003376,0.019596,0.117745,0.204494,0.004640,0.001550,0.028734,0.030086,0.064004,0.002767,0.010217,0.014096,0.015795,0.014572,0.010100,0.003076,0.015498,0.010600,0.344611,0.061242,0.000000,0.008392,0.015718,0.015578,0.000000,0.002726,0.057253,0.136765,0.023055,0.022603,0.005237,0.002893,,,0.000445,0.000798,0.001032,,0.478363,0.094834,
matrix-cpu,16,,,0.086882,0.061987,0.012479,0.160904,0.009649,0.021460,0.026670,0.011505,0.052121,0.024824,0.024019,0.034665,0.036786,0.010753,2.232364,0.001925,0.000564,0.001911,0.004407,0.991081,0.268657,0.036689,0.061584,0.007011,0.063609,0.125405,0.043463,0.156892,0.239778,0.006352,0.072922,0.289426,0.475132,0.020527,0.005494,0.088732,0.326599,0.398554,0.003257,0.004160,0.033842,0.061364,0.099970,0.005090,0.046673,0.059772,0.064398,0.061398,0.042476,0.006680,0.033298,0.030898,0.641194,0.200607,0.000000,0.014734,0.028862,0.028547,0.000000,0.004759,0.134742,0.257678,0.082786,0.039731,0.009223,0.005062,,,0.000568,0.001031,0.003056,,0.421465,0.044001,
matrix-cpu,8,,,0.162576,0.137905,0.034199,0.322492,0.017435,0.105503,0.058639,0.023895,0.351334,0.054155,0.054653,0.067874,0.245399,0.023832,1.966276,0.003544,0.000656,0.003598,0.008487,0.790856,0.436834,0.181968,0.161547,0.015026,0.160176,0.408439,0.161328,0.265826,0.472498,0.033471,0.349830,0.545952,0.839156,0.042837,0.012185,0.165071,0.857052,0.758071,0.004823,0.008380,0.069437,0.221784,0.295455,0.011639,0.164791,0.144758,0.136867,0.147946,0.163052,0.022262,0.081673,0.066949,1.276264,0.517032,0.000000,0.028665,0.057399,0.056804,0.000000,0.009717,0.260548,0.515277,0.403278,0.085474,0.025257,0.011088,,,0.001100,0.002292,0.008068,,0.422079,0.039422,
matrix-cpu,4,,,0.184447,0.172790,0.067023,0.645968,0.033715,0.159769,0.107759,0.047348,0.522758,0.149835,0.149878,0.127007,0.371445,0.064448,1.887487,0.006771,0.001246,0.008159,0.016926,0.750762,0.598161,0.298490,0.336659,0.026578,0.328968,0.775711,0.402037,0.362547,0.619103,0.047345,0.560124,1.113063,1.719844,0.086230,0.023508,0.278755,1.904680,1.542582,0.006278,0.017249,0.181836,0.555497,0.718615,0.022606,0.400330,0.291392,0.266995,0.299002,0.406611,0.040079,0.145161,0.125342,2.544158,0.708906,0.000000,0.060220,0.114292,0.113262,0.000000,0.021286,0.396603,1.035657,0.603679,0.171665,0.055011,0.026592,,,0.002911,0.005995,0.015790,,0.392246,0.062722,
tioga-cpu,128,,,0.209148,0.018056,0.011095,0.021662,0.011700,0.024092,0.006279,0.008947,0.040276,0.039360,0.038715,0.049896,0.032763,0.014293,12.922031,0.001716,0.008152,0.002919,0.004091,4.861553,0.040797,0.035073,0.036971,0.002046,0.037606,0.144758,0.043153,0.033161,0.051969,0.014970,0.053509,0.225626,0.423769,0.013066,0.007321,0.035837,0.151154,0.319854,0.006272,0.004201,0.048674,0.055182,0.078749,0.006717,0.041706,0.033830,0.044486,0.038854,0.043453,0.008643,0.020270,0.022852,0.500494,0.045780,0.000000,0.023367,0.024616,0.016457,0.000000,0.006994,0.044750,0.068702,0.056081,0.018965,0.008388,0.004959,,,0.001148,0.001223,0.002974,,0.510934,0.064585,
tioga-cpu,64,,,0.250847,0.019558,0.021165,0.030894,0.013955,0.033865,0.012114,0.015812,0.040243,0.060480,0.060316,0.065657,0.032120,0.020054,7.019743,0.002846,0.000843,0.004349,0.007416,1.667447,0.040677,0.039856,0.060555,0.002978,0.061649,0.139013,0.050189,0.037563,0.063540,0.018437,0.057194,0.395789,0.632976,0.011368,0.010229,0.044025,0.198653,0.474883,0.005528,0.006139,0.064583,0.082837,0.117690,0.009776,0.047076,0.054578,0.068177,0.055553,0.047751,0.010471,0.031136,0.029498,0.734048,0.059488,0.000000,0.033809,0.039202,0.024605,0.000000,0.008896,0.062471,0.041573,0.073625,0.022588,0.009342,0.006602,,,0.001474,0.001694,0.005084,,0.552417,0.056721,
tioga-cpu,32,,,0.221450,0.018641,0.021136,0.062411,0.012036,0.056739,0.016733,0.021060,0.040199,0.059132,0.059034,0.069353,0.032270,0.021941,3.368888,0.002899,0.000873,0.004618,0.007654,1.288354,0.040480,0.039932,0.059329,0.002732,0.060112,0.139215,0.049569,0.036540,0.062466,0.026815,0.056776,0.221190,0.332123,0.011889,0.007626,0.042173,0.194826,0.261465,0.005275,0.006229,0.057808,0.082682,0.114345,0.007233,0.045827,0.053293,0.075104,0.054403,0.046749,0.010548,0.035873,0.029853,0.752709,0.058480,0.000000,0.033773,0.036601,0.024920,0.000000,0.008465,0.059427,0.073599,0.072426,0.022566,0.008898,0.006793,,,0.002173,0.001734,0.005199,,0.543776,0.046108,
tioga-cpu,16,,,0.256741,0.072011,0.029853,0.120812,0.021695,0.119207,0.034407,0.042213,0.050161,0.113741,0.113855,0.124901,0.041394,0.041713,3.110112,0.005112,0.001448,0.007579,0.014451,1.322956,0.202320,0.055295,0.071283,0.003764,0.072398,0.260614,0.061783,0.087567,0.214877,0.050079,0.067719,0.391773,0.575912,0.021015,0.013552,0.053341,0.269280,0.455625,0.007375,0.010836,0.081694,0.107608,0.170837,0.012995,0.057241,0.065369,0.132989,0.065450,0.059281,0.019368,0.069492,0.058815,1.399864,0.091642,0.000000,0.065414,0.059900,0.048479,0.000000,0.015175,0.178001,0.146223,0.109854,0.040432,0.016187,0.012984,,,0.003546,0.004503,0.008544,,0.473555,0.042083,
tioga-cpu,8,,,0.462298,0.201959,0.035408,0.238980,0.041720,0.229811,0.070108,0.080048,0.206129,0.224426,0.224669,0.250394,0.146718,0.080530,3.293018,0.009705,0.002125,0.012496,0.028284,0.788362,0.618040,0.093450,0.095703,0.006312,0.097045,0.824525,0.079242,0.218638,0.712457,0.081364,0.119085,0.798555,1.189726,0.038616,0.025599,0.072562,0.441699,0.893935,0.009739,0.018092,0.138617,0.160872,0.297110,0.025117,0.071428,0.084634,0.254509,0.086120,0.073317,0.039646,0.132908,0.130331,2.798019,0.350472,0.000000,0.130507,0.119347,0.096912,0.000000,0.029804,0.419764,0.274901,0.246309,0.079263,0.025193,0.021326,,,0.006317,0.006480,0.012864,,0.464491,0.048645,
tioga-cpu,4,,,0.640479,0.240021,0.055848,0.476244,0.081599,0.463795,0.134365,0.147280,0.551397,0.446123,0.446266,0.477337,0.385001,0.158173,2.646309,0.018510,0.004025,0.024721,0.055878,0.568475,0.789667,0.292014,0.197235,0.011677,0.208114,0.718784,0.318311,0.341363,0.908039,0.168477,0.577866,1.588109,2.358354,0.075733,0.050609,0.269066,1.470592,1.778518,0.013648,0.032136,0.258510,0.348586,0.607609,0.050264,0.319476,0.178235,0.508224,0.181784,0.317714,0.086595,0.265847,0.267458,5.596079,0.582946,0.000000,0.261275,0.238143,0.193515,0.000000,0.059411,0.519738,0.549898,0.669224,0.158636,0.047216,0.034062,,,0.012331,0.007468,0.012037,,0.419439,0.049296,
tuolumne-cpu,192,,,0.047766,0.002795,0.004787,0.012828,0.010752,0.006651,0.002536,0.005681,0.007491,0.034604,0.031323,0.046437,0.005847,0.020932,4.154638,0.001728,0.000840,0.002300,0.005678,1.903633,0.009086,0.011160,0.017145,0.003921,0.017042,0.161920,0.011128,0.010375,0.009471,0.005173,0.009782,0.062766,0.099367,0.006923,0.003922,0.019393,0.107456,0.074924,0.005503,0.002058,0.106996,0.030175,0.086657,0.002812,0.010308,0.014181,0.031027,0.015454,0.008969,0.003242,0.008667,0.008177,0.180457,0.009738,0.000000,0.010250,0.009198,0.006335,0.000000,0.003019,0.016547,0.014245,0.016283,0.006651,0.002286,0.002346,,,0.001592,0.001392,0.001367,,0.471306,0.191678,
tuolumne-cpu,96,,,0.078137,0.004063,0.005919,0.021007,0.013508,0.013819,0.003819,0.008995,0.010336,0.047741,0.047646,0.064482,0.008375,0.019152,4.594882,0.002166,0.001092,0.002744,0.006802,0.877395,0.013702,0.014559,0.021264,0.002525,0.021400,0.152330,0.013343,0.015624,0.014247,0.009056,0.013805,0.115917,0.185517,0.008890,0.004894,0.026585,0.129400,0.216837,0.007113,0.002795,0.169468,0.040832,0.136697,0.003581,0.011905,0.018572,0.040489,0.018673,0.011668,0.005553,0.016351,0.015607,0.344053,0.017688,0.000000,0.017456,0.015471,0.010226,0.000000,0.004503,0.033936,0.024688,0.028212,0.011276,0.003435,0.002963,,,0.002011,0.001559,0.001486,,0.374651,0.188458,
tuolumne-cpu,48,,,0.062892,0.003893,0.005805,0.032410,0.012811,0.017960,0.004378,0.008071,0.009638,0.048288,0.048620,0.060129,0.008398,0.019857,1.577162,0.002055,0.000865,0.002608,0.006606,0.716416,0.015973,0.013813,0.021250,0.002678,0.021705,0.152830,0.013590,0.015831,0.014785,0.021458,0.014582,0.125586,0.230964,0.011138,0.005795,0.021544,0.128648,0.232393,0.006822,0.003486,0.123588,0.039779,0.099164,0.005024,0.012034,0.017218,0.055980,0.017115,0.012259,0.006468,0.018059,0.021663,0.362273,0.017381,0.000000,0.017502,0.016160,0.013816,0.000000,0.004531,0.035558,0.041873,0.028612,0.011451,0.003536,0.003857,,,0.002131,0.001445,0.001438,,0.365255,0.166494,
tuolumne-cpu,32,,,0.098041,0.006644,0.006539,0.046897,0.014357,0.036136,0.011402,0.013584,0.011312,0.057039,0.057581,0.074056,0.009465,0.022906,1.621923,0.002607,0.000800,0.003318,0.006966,0.678496,0.020174,0.017700,0.025317,0.002654,0.026079,0.156943,0.014802,0.020154,0.028887,0.016788,0.016489,0.172286,0.323944,0.015634,0.007137,0.023316,0.134836,0.260733,0.009490,0.004126,0.127012,0.045688,0.113155,0.006436,0.013758,0.018644,0.068269,0.018241,0.013576,0.009433,0.024101,0.029813,0.543067,0.026253,0.000000,0.025990,0.023910,0.020389,0.000000,0.006339,0.074190,0.058455,0.039092,0.016334,0.004594,0.004649,,,0.002297,0.001292,0.001535,,0.339181,0.131051,
