machine,core,Kernel,Kernel,Basic_ARRAY_OF_PTRS,Basic_COPY8,Basic_DAXPY,Basic_DAXPY_ATOMIC,Basic_EMPTY,Basic_IF_QUAD,Basic_INDEXLIST,Basic_INDEXLIST_3LOOP,Basic_INIT3,Basic_INIT_VIEW1D,Basic_INIT_VIEW1D_OFFSET,Basic_MAT_MAT_SHARED,Basic_MULADDSUB,Basic_NESTED_INIT,Basic_PI_ATOMIC,Basic_PI_REDUCE,Basic_REDUCE3_INT,Basic_REDUCE_STRUCT,Basic_TRAP_INT,Basic_MULTI_REDUCE,Lcals_DIFF_PREDICT,Lcals_EOS,Lcals_FIRST_DIFF,Lcals_FIRST_MIN,Lcals_FIRST_SUM,Lcals_GEN_LIN_RECUR,Lcals_HYDRO_1D,Lcals_HYDRO_2D,Lcals_INT_PREDICT,Lcals_PLANCKIAN,Lcals_TRIDIAG_ELIM,Polybench_2MM,Polybench_3MM,Polybench_ADI,Polybench_ATAX,Polybench_FDTD_2D,Polybench_FLOYD_WARSHALL,Polybench_GEMM,Polybench_GEMVER,Polybench_GESUMMV,Polybench_HEAT_3D,Polybench_JACOBI_1D,Polybench_JACOBI_2D,Polybench_MVT,Stream_ADD,Stream_COPY,Stream_DOT,Stream_MUL,Stream_TRIAD,Apps_CONVECTION3DPA,Apps_DEL_DOT_VEC_2D,Apps_DIFFUSION3DPA,Apps_EDGE3D,Apps_ENERGY,Apps_FEMSWEEP,Apps_FIR,Apps_LTIMES,Apps_LTIMES_NOVIEW,Apps_MASS3DEA,Apps_MASS3DPA,Apps_MATVEC_3D_STENCIL,Apps_NODAL_ACCUMULATION_3D,Apps_PRESSURE,Apps_VOL3D,Apps_ZONAL_ACCUMULATION_3D,Algorithm_SCAN,Algorithm_SORT,Algorithm_SORTPAIRS,Algorithm_REDUCE_SUM,Algorithm_MEMSET,Algorithm_MEMCPY,Algorithm_ATOMIC,Algorithm_HISTOGRAM,Comm_HALO_PACKING,Comm_HALO_PACKING_FUSED
tuolumne-cpu,16,,,0.064746,0.005990,0.006279,0.045719,0.013164,0.036218,0.011080,0.012377,0.009882,0.054900,0.055324,0.041016,0.007979,0.022059,0.696385,0.002366,0.000614,0.002939,0.007547,0.326159,0.016762,0.017132,0.021148,0.002249,0.022167,0.092357,0.014198,0.017181,0.026322,0.031152,0.015070,0.110334,0.165544,0.015515,0.006124,0.018629,0.090662,0.124426,0.006544,0.003652,0.073448,0.040066,0.097615,0.005674,0.012028,0.017362,0.062960,0.017399,0.012480,0.009221,0.026809,0.026681,0.553329,0.024904,0.000000,0.026335,0.024471,0.021124,0.000000,0.006009,0.077050,0.061539,0.037670,0.016622,0.004748,0.003876,,,0.002942,0.000983,0.001285,,0.141791,0.087524,
tuolumne-cpu,8,,,0.099949,0.021585,0.008173,0.081511,0.018903,0.091060,0.023885,0.028444,0.017980,0.093525,0.093548,0.064328,0.014130,0.035175,0.574481,0.004321,0.000741,0.005274,0.011731,0.179283,0.044150,0.031667,0.030603,0.002996,0.032504,0.103999,0.021880,0.042332,0.077237,0.031020,0.025257,0.216737,0.325417,0.019882,0.010911,0.024113,0.127152,0.246227,0.005907,0.006602,0.067788,0.061711,0.147475,0.010225,0.019271,0.025194,0.108872,0.025457,0.019421,0.019679,0.046939,0.071648,1.107317,0.060111,0.000001,0.050070,0.046247,0.039426,0.000000,0.011831,0.213364,0.113933,0.068039,0.032186,0.008163,0.006586,,,0.002717,0.001229,0.001501,,0.109497,0.062200,
tuolumne-cpu,4,,,0.204891,0.057725,0.013341,0.155854,0.034037,0.190988,0.047115,0.054736,0.082111,0.175889,0.175934,0.121613,0.057055,0.064619,0.344310,0.008322,0.001178,0.010208,0.023139,0.135367,0.157186,0.068969,0.051110,0.004234,0.055424,0.104500,0.055370,0.112936,0.237496,0.062023,0.107748,0.431563,0.647795,0.033100,0.019901,0.051118,0.234359,0.490424,0.004817,0.012213,0.090766,0.104580,0.263412,0.019827,0.047941,0.042839,0.205063,0.042853,0.050029,0.056231,0.094082,0.279791,2.213469,0.149544,0.000001,0.099687,0.091479,0.078721,0.000000,0.023437,0.423110,0.226860,0.160160,0.065163,0.017633,0.012089,,,0.005114,0.001803,0.002344,,0.120235,0.015087,
borax, any min,,,0.054703,0.027906,0.014974,0.066258,0.009676,0.018300,0.008275,0.012460,0.030529,0.055773,0.055203,0.021537,0.022079,0.025823,1.238675,0.002395,0.000689,0.002375,0.004521,0.425149,0.069851,0.021504,0.053697,0.004641,0.053404,0.125412,0.034757,0.023129,0.044796,0.004238,0.039868,0.108680,0.169087,0.008246,0.009022,0.033999,0.207260,0.144109,0.003697,0.004333,0.041311,0.099015,0.123882,0.005703,0.034549,0.048349,0.049273,0.051145,0.034488,0.003879,0.017741,0.011447,0.352560,0.060344,,0.010034,0.017757,0.017503,,0.003292,0.080097,0.094571,0.040249,0.023264,0.006796,0.004493,,,0.001087,0.002218,0.003398,,0.296549,0.037888,
boraxo, any min,,,0.036873,0.017427,0.007873,0.071022,0.010181,0.010319,0.007410,0.007676,0.017870,0.026837,0.026310,0.016417,0.012726,0.011208,1.842876,0.001906,0.000602,0.001381,0.002659,0.670091,0.057834,0.013150,0.033575,0.004998,0.033718,0.115970,0.019829,0.025210,0.059119,0.003554,0.021364,0.316555,0.453696,0.007403,0.016577,0.024305,0.131897,0.393666,0.005467,0.005527,0.025119,0.059111,0.091873,0.009361,0.018564,0.029778,0.037038,0.029033,0.018890,0.002934,0.016865,0.009674,0.308756,0.056589,,0.008500,0.015200,0.016503,,0.002651,0.079921,0.103789,0.023500,0.023881,0.005736,0.003559,,,0.000891,0.001071,0.001956,,0.358275,0.046656,
corona-cpu, any min,,,0.008141,0.004195,0.006819,0.025359,0.008213,0.008303,0.006428,0.011957,0.012510,0.059836,0.035656,0.016231,0.010320,0.030243,0.635432,0.002654,0.000866,0.002269,0.003579,0.183957,0.012752,0.012322,0.032017,0.003375,0.033075,0.139852,0.017425,0.012273,0.015976,0.002974,0.019568,0.050016,0.078725,0.008204,0.004731,0.021253,0.101463,0.071030,0.006050,0.003257,0.035795,0.038724,0.071145,0.003694,0.016943,0.030053,0.034754,0.030063,0.021260,0.003649,0.009294,0.006463,0.171608,0.013881,,0.008212,0.008457,0.008287,,0.003160,0.020920,0.047928,0.022513,0.013583,0.004872,0.004063,,,0.000990,0.001131,0.002475,,0.155002,0.047712,
dane, any min,,,0.004343,0.002621,0.003182,0.026165,0.005528,0.004339,0.003692,0.003462,0.007523,0.013425,0.013488,0.006908,0.005373,0.006123,0.947065,0.000881,0.000450,0.000676,0.001359,0.370222,0.008600,0.006509,0.012789,0.002798,0.014310,0.046210,0.008611,0.005594,0.007544,0.001383,0.008057,0.029749,0.047285,0.003288,0.001864,0.009545,0.047760,0.041891,0.001767,0.000873,0.017309,0.020362,0.041235,0.001427,0.005947,0.009699,0.011521,0.009878,0.006068,0.001572,0.005043,0.003457,0.064620,0.006935,,0.003330,0.004851,0.004291,,0.001156,0.009483,0.028653,0.009680,0.006297,0.002230,0.001630,,,0.000344,0.000571,0.000605,,0.199077,0.022565,
mammoth, any min,,,0.007166,0.003666,0.006266,0.026520,0.006756,0.006184,0.006251,0.009097,0.010913,0.035513,0.023685,0.012836,0.008113,0.017068,1.074114,0.001312,0.000880,0.002050,0.002637,0.232162,0.011081,0.011190,0.020734,0.003002,0.021979,0.106132,0.015986,0.011207,0.015165,0.002853,0.018159,0.029221,0.046301,0.006606,0.003537,0.016645,0.079530,0.039676,0.004354,0.002397,0.029071,0.034853,0.058669,0.002697,0.015758,0.018434,0.022797,0.023314,0.015852,0.003300,0.007577,0.006616,0.091761,0.014726,,0.006905,0.008451,0.008541,,0.003437,0.017329,0.015522,0.017485,0.012605,0.003992,0.003399,,,0.000849,0.001102,0.001668,,0.162727,0.046331,
matrix-cpu, any min,,,0.004071,0.002110,0.003320,0.019822,0.005116,0.004038,0.003317,0.003351,0.010266,0.012678,0.012619,0.005856,0.007348,0.006010,0.933525,0.000862,0.000467,0.000683,0.001322,0.370205,0.006744,0.006077,0.011367,0.002647,0.012022,0.060581,0.007958,0.006337,0.006644,0.001327,0.007973,0.018651,0.029858,0.003733,0.001817,0.009364,0.046966,0.021812,0.001768,0.000865,0.017017,0.019607,0.035916,0.001277,0.005945,0.009681,0.011640,0.009752,0.005955,0.001423,0.003941,0.002737,0.061559,0.006456,,0.003174,0.003536,0.003496,,0.001081,0.008244,0.033505,0.010243,0.005527,0.002203,0.001575,,,0.000339,0.000578,0.000633,,0.196730,0.024390,
tioga-cpu, any min,,,0.017845,0.009603,0.005991,0.010596,0.006866,0.009081,0.002112,0.003803,0.021821,0.021647,0.020569,0.022699,0.014077,0.009948,1.366367,0.000823,0.000440,0.001534,0.002209,0.328535,0.022639,0.013452,0.011847,0.001137,0.013239,0.071546,0.010340,0.019749,0.037552,0.006571,0.028598,0.062732,0.097396,0.005532,0.002444,0.010039,0.051392,0.087249,0.004728,0.001852,0.024712,0.021390,0.044536,0.001976,0.011411,0.011175,0.019682,0.011407,0.009936,0.004695,0.009626,0.010437,0.257336,0.026639,,0.012437,0.013999,0.009238,,0.003594,0.028044,0.013431,0.028300,0.008895,0.003223,0.001934,,,0.000763,0.000713,0.001073,,0.232897,0.029845,
tuolumne-cpu, any min,,,0.005577,0.001381,0.004743,0.009745,0.009143,0.003987,0.002028,0.003927,0.004985,0.029059,0.026215,0.027852,0.003724,0.012494,0.344310,0.000963,0.000614,0.001477,0.003122,0.135367,0.005131,0.006695,0.015892,0.001757,0.015659,0.081913,0.008429,0.006364,0.007610,0.002789,0.008121,0.015840,0.024797,0.003889,0.002593,0.014888,0.066521,0.018305,0.004229,0.001393,0.062919,0.026037,0.073339,0.002200,0.007851,0.013267,0.026987,0.013596,0.008084,0.002162,0.007303,0.004267,0.089342,0.005800,0.000001,0.006158,0.005454,0.003904,0.000001,0.001760,0.007813,0.021448,0.011172,0.003992,0.002067,0.001852,,,0.001365,0.000983,0.000966,,0.109497,0.015087,
borax, any max,,,0.199625,0.108387,0.045115,0.440155,0.022611,0.123061,0.065960,0.079392,0.155740,0.189610,0.203627,0.095008,0.116951,0.090122,2.386181,0.009915,0.003373,0.004173,0.027159,2.160589,0.358721,0.089279,0.182412,0.016535,0.183171,0.219678,0.123629,0.228178,0.427080,0.024864,0.160133,0.630887,0.957114,0.061277,0.020782,0.097501,0.725961,0.715560,0.006477,0.007565,0.144513,0.297551,0.447734,0.020062,0.121656,0.157916,0.125179,0.162769,0.119866,0.021576,0.131900,0.103833,3.108396,0.457639,,0.070888,0.201904,0.196241,,0.017955,0.386966,0.706005,0.193205,0.191019,0.036349,0.020265,,,0.001825,0.005827,0.008749,,0.739087,0.372395,
boraxo, any max,,,0.131009,0.075679,0.046110,0.528015,0.028395,0.071893,0.082132,0.037187,0.168397,0.120054,0.120011,0.091367,0.117964,0.048427,5.872468,0.005609,0.003150,0.004681,0.013787,2.528498,0.228133,0.114173,0.188383,0.022082,0.190203,0.241224,0.151353,0.211780,0.313837,0.044112,0.213024,1.199787,1.889633,0.073768,0.032939,0.118354,0.680378,1.561648,0.009658,0.011287,0.139086,0.300439,0.479801,0.039866,0.147907,0.170262,0.186444,0.169995,0.147663,0.024529,0.157187,0.099164,2.975529,0.345717,,0.061516,0.191133,0.186678,,0.018349,0.335371,0.845976,0.249442,0.229149,0.041041,0.026786,,,0.002796,0.004801,0.009476,,0.741490,0.381139,
corona-cpu, any max,,,0.121219,0.084151,0.015340,0.339266,0.020414,0.060307,0.062457,0.071120,0.105033,0.199851,0.105249,0.056015,0.072577,0.098116,1.416485,0.010190,0.002498,0.006423,0.026802,0.619505,0.248872,0.049062,0.065949,0.008663,0.067224,0.206577,0.052467,0.139682,0.346898,0.015526,0.091491,0.382488,0.584052,0.054912,0.012911,0.043096,0.248091,0.435119,0.008519,0.006874,0.075558,0.110535,0.204347,0.011318,0.048476,0.054042,0.063988,0.059246,0.052716,0.018345,0.085882,0.089052,2.202016,0.372423,,0.049917,0.114246,0.114431,,0.016376,0.234581,0.546191,0.134003,0.130203,0.025046,0.014785,,,0.001925,0.002625,0.003831,,0.200429,0.511651,
dane, any max,,,0.102234,0.095383,0.028817,0.322551,0.020394,0.054150,0.051688,0.020596,0.170474,0.054416,0.054505,0.038206,0.120573,0.020199,18.436111,0.003518,0.016856,0.015631,0.008424,2.277815,0.329218,0.078463,0.115857,0.031184,0.116108,0.188966,0.087726,0.184666,0.315409,0.016430,0.141125,0.335130,0.505929,0.039306,0.011013,0.067134,0.437010,0.394339,0.006411,0.006684,0.061237,0.190985,0.239437,0.010460,0.088132,0.103101,0.111765,0.103873,0.088324,0.014603,0.067791,0.058067,1.291433,0.318469,,0.028413,0.057242,0.056740,,0.009367,0.202786,0.515293,0.181303,0.082856,0.019401,0.010353,,,0.002785,0.002330,0.005733,,0.725537,0.620810,
mammoth, any max,,,0.143738,0.100239,0.029112,0.340029,0.046705,0.066271,0.062282,0.072901,0.188191,0.198291,0.132034,0.058422,0.131447,0.096908,1.558270,0.009968,0.006350,0.007405,0.026709,0.870470,0.345704,0.061447,0.112295,0.013249,0.115118,0.596424,0.059996,0.199109,0.467915,0.019083,0.128735,0.389899,0.595620,0.053713,0.013195,0.079349,0.492204,0.463046,0.010514,0.008225,0.075240,0.172237,0.245847,0.011985,0.058587,0.101799,0.128940,0.101571,0.059481,0.020185,0.086020,0.079786,2.208058,0.503839,,0.049926,0.113645,0.113818,,0.015617,0.235795,0.545133,0.210236,0.129372,0.025153,0.015429,,,0.003575,0.005603,0.006665,,0.222356,1.279268,
matrix-cpu, any max,,,0.093353,0.080174,0.112568,0.321979,0.219575,0.049528,0.051472,0.079697,0.154395,0.561053,0.564846,0.038204,0.107807,0.229261,2.042834,0.011856,0.012341,0.012310,0.012194,0.924286,0.274952,0.108636,0.447627,0.035657,0.452898,0.260252,0.226683,0.164286,0.280079,0.015465,0.226936,0.333398,0.510141,0.039274,0.046348,0.293312,1.785637,0.385214,0.019460,0.027575,0.201162,0.726155,0.914007,0.023165,0.226437,0.406746,0.449214,0.407640,0.224644,0.015327,0.067035,0.057955,1.299300,0.296386,,0.038772,0.057156,0.056649,,0.011895,0.199009,0.527647,0.172670,0.082705,0.023783,0.034901,,,0.011694,0.024022,0.023358,,0.351104,6.332731,
tioga-cpu, any max,,,0.148074,0.106418,0.025661,0.238190,0.041185,0.229972,0.069343,0.075701,0.108014,0.223340,0.223554,0.157890,0.078487,0.078450,6.467053,0.009186,0.001970,0.012359,0.027988,2.425304,0.317270,0.090997,0.080613,0.005852,0.084952,0.247233,0.071699,0.159955,0.361713,0.084347,0.099237,0.528073,0.793913,0.037022,0.025133,0.063988,0.305112,0.607810,0.007243,0.016237,0.122925,0.149881,0.320188,0.024583,0.063525,0.070735,0.252176,0.071789,0.062803,0.039830,0.132516,0.129918,2.855485,0.204889,,0.130798,0.119467,0.096933,,0.029770,0.248700,0.274432,0.195224,0.082280,0.022246,0.018267,,,0.006211,0.004609,0.007918,,0.285132,0.063898,
tuolumne-cpu, any max,,,0.204891,0.057725,0.013341,0.155854,0.034037,0.190988,0.047115,0.054736,0.082111,0.175889,0.175934,0.121613,0.057055,0.064619,1.926667,0.008322,0.001178,0.010208,0.023139,0.965775,0.157186,0.068969,0.051110,0.004234,0.055424,0.104500,0.055370,0.112936,0.237496,0.062023,0.107748,0.431563,0.647795,0.033100,0.019901,0.051118,0.234359,0.490424,0.006544,0.012213,0.117719,0.104580,0.263412,0.019827,0.047941,0.042839,0.205063,0.042853,0.050029,0.056231,0.094082,0.279791,2.213469,0.149544,0.000001,0.099687,0.091479,0.078721,0.000001,0.023437,0.423110,0.226860,0.160160,0.065163,0.017633,0.012089,,,0.005114,0.001803,0.002344,,0.243080,0.188250,
borax, 72 (full),,,0.054703,0.027906,0.014974,0.066258,0.017975,0.018300,0.008275,0.012460,0.030529,0.055773,0.055203,0.021537,0.022079,0.025823,2.302989,0.002395,0.003373,0.003146,0.004521,1.413219,0.069851,0.021504,0.053697,0.007374,0.053404,0.204202,0.034757,0.023129,0.044796,0.004238,0.039868,0.108680,0.169087,0.008246,0.009022,0.033999,0.207260,0.144109,0.005392,0.004494,0.041311,0.099015,0.123882,0.005703,0.034549,0.048349,0.049273,0.051145,0.034488,0.003879,0.017741,0.011447,0.352560,0.060344,0.000000,0.010034,0.017757,0.017503,0.000000,0.003292,0.080097,0.094571,0.040249,0.023264,0.006796,0.004493,0.000000,0.000000,0.001349,0.002218,0.003398,0.000000,0.442482,0.372395,0.000000
boraxo, 72 (full),,,0.036873,0.017427,0.008937,0.071022,0.015377,0.010319,0.007410,0.007676,0.017870,0.039253,0.038873,0.016417,0.012726,0.016138,5.872468,0.002032,0.003150,0.003582,0.002659,1.718401,0.057834,0.013150,0.033575,0.007424,0.033718,0.181313,0.019829,0.025210,0.059119,0.003554,0.021364,0.345404,0.519166,0.007403,0.016577,0.024305,0.133299,0.416670,0.006142,0.006057,0.025119,0.059111,0.091873,0.009361,0.018564,0.030322,0.039745,0.029033,0.018890,0.002934,0.016865,0.009674,0.308756,0.056589,0.000000,0.008500,0.015200,0.016503,0.000000,0.002651,0.079921,0.103789,0.023500,0.023881,0.005736,0.003559,0.000000,0.000000,0.001306,0.001685,0.002018,0.000000,0.650700,0.381139,0.000000
corona-cpu, 96 (full),,,0.008141,0.004195,0.012665,0.025359,0.019684,0.008303,0.006428,0.011957,0.017407,0.066023,0.059171,0.016231,0.015156,0.031584,1.416485,0.002654,0.002498,0.002748,0.003579,0.619505,0.012752,0.015938,0.048190,0.005589,0.049179,0.183049,0.029272,0.012273,0.015976,0.002974,0.030004,0.050016,0.078725,0.008204,0.007031,0.037949,0.194053,0.071030,0.006658,0.003537,0.072697,0.080282,0.191368,0.004049,0.029142,0.042891,0.049445,0.044159,0.030040,0.003649,0.009294,0.006463,0.171608,0.013881,0.000000,0.008212,0.008457,0.008287,0.000000,0.003160,0.020920,0.050003,0.023304,0.013583,0.004872,0.004229,0.000000,0.000000,0.001743,0.002625,0.002756,0.000000,0.166561,0.511651,0.000000
dane, 224 (full),,,0.004343,0.002621,0.010678,0.026165,0.020394,0.005717,0.004258,0.008851,0.011823,0.054416,0.054505,0.007857,0.009030,0.020180,18.436111,0.003518,0.016856,0.015631,0.003585,2.277815,0.008600,0.011569,0.041645,0.031184,0.041489,0.092576,0.021395,0.005594,0.010699,0.001713,0.021384,0.049994,0.077376,0.003400,0.006899,0.032549,0.173327,0.068155,0.006411,0.002693,0.033978,0.080271,0.104723,0.003477,0.022520,0.037483,0.085832,0.037490,0.020981,0.001930,0.005043,0.003561,0.064620,0.006935,0.000000,0.005314,0.004851,0.004291,0.000000,0.001605,0.009483,0.028653,0.016704,0.006297,0.003063,0.003478,0.000000,0.000000,0.002785,0.002330,0.002301,0.000000,0.597240,0.620810,0.000000
mammoth, 256 (full),,,0.009997,0.005185,0.029112,0.035609,0.046705,0.013151,0.008227,0.019945,0.032478,0.132520,0.132034,0.024257,0.022792,0.052069,1.558270,0.003336,0.006350,0.007405,0.004024,0.870470,0.016718,0.033361,0.112295,0.013249,0.115118,0.150912,0.059996,0.014880,0.028216,0.004817,0.060331,0.029221,0.046301,0.007485,0.013160,0.079349,0.492204,0.042806,0.010514,0.008225,0.062561,0.172237,0.245847,0.007059,0.058587,0.101799,0.128940,0.101571,0.059481,0.005319,0.011711,0.009019,0.091761,0.017356,0.000000,0.013579,0.009340,0.009208,0.000000,0.005021,0.022698,0.015522,0.045147,0.017198,0.008332,0.007955,0.000000,0.000000,0.003575,0.005603,0.006665,0.000000,0.168270,1.279268,0.000000
matrix-cpu, 224 (full),,,0.014746,0.012368,0.112568,0.127296,0.219575,0.043471,0.035748,0.079697,0.114084,0.561053,0.564846,0.009057,0.080328,0.229261,1.998599,0.011856,0.012341,0.012310,0.012194,0.871155,0.050952,0.108636,0.447627,0.035657,0.452898,0.260252,0.226683,0.026659,0.091057,0.012711,0.226936,0.019620,0.029858,0.010348,0.046348,0.293312,1.785637,0.025830,0.019460,0.027575,0.201162,0.726155,0.914007,0.023165,0.226437,0.406746,0.449214,0.407640,0.224644,0.012219,0.024172,0.012832,0.065282,0.034058,0.000000,0.038772,0.014710,0.014930,0.000000,0.011895,0.027232,0.055069,0.161896,0.026730,0.023783,0.034901,0.000000,0.000000,0.011694,0.024022,0.023358,0.000000,0.349335,6.332731,0.000000
tioga-cpu, 128 (full),,,0.018809,0.009603,0.005991,0.010596,0.006866,0.009081,0.002112,0.003803,0.021821,0.021647,0.020569,0.024758,0.014077,0.009948,6.467053,0.000823,0.000440,0.001534,0.002209,2.425304,0.026139,0.013452,0.011847,0.001137,0.013239,0.073774,0.010340,0.019749,0.037552,0.006571,0.028598,0.062732,0.097396,0.006062,0.002444,0.010039,0.051392,0.090633,0.007243,0.001852,0.024712,0.021390,0.044536,0.001976,0.011411,0.011175,0.019682,0.011407,0.009936,0.004695,0.009626,0.010437,0.257336,0.026639,0.000000,0.012437,0.013999,0.009238,0.000000,0.003594,0.028044,0.013431,0.028300,0.008895,0.003223,0.001934,0.000000,0.000000,0.000763,0.000713,0.001073,0.000000,0.262396,0.063898,0.000000
tuolumne-cpu, 192 (full),,,0.005577,0.001381,0.004851,0.009745,0.009516,0.003987,0.002028,0.003927,0.004985,0.029059,0.026215,0.037314,0.003724,0.012494,1.926667,0.000963,0.000752,0.001477,0.003122,0.965775,0.005131,0.006695,0.015892,0.001757,0.015659,0.082091,0.008429,0.006364,0.007610,0.002789,0.008121,0.015840,0.024797,0.003889,0.002593,0.015596,0.066521,0.018305,0.004229,0.001393,0.062919,0.026037,0.073339,0.002200,0.007851,0.013522,0.026987,0.013596,0.008154,0.002162,0.007303,0.004267,0.089342,0.005800,0.000000,0.006158,0.005454,0.003904,0.000001,0.001760,0.007813,0.063832,0.011172,0.003992,0.002067,0.001852,0.000000,0.000000,0.001365,0.001184,0.000966,0.000000,0.243080,0.188250,0.000000
borax, 32 (half),,,0.084676,0.044849,0.022597,0.137002,0.012514,0.035309,0.014437,0.020783,0.042218,0.067060,0.067077,0.032385,0.030382,0.030733,2.386181,0.003368,0.001304,0.002523,0.008132,2.160589,0.082806,0.026375,0.077618,0.004641,0.077485,0.127014,0.040917,0.044711,0.076332,0.006803,0.049283,0.236649,0.363045,0.013898,0.011659,0.037925,0.260317,0.308085,0.006037,0.005688,0.063442,0.109356,0.158146,0.009957,0.040943,0.064501,0.063007,0.070823,0.040990,0.006096,0.036166,0.022206,0.786799,0.097098,0.000000,0.017958,0.039076,0.038530,0.000000,0.005310,0.161727,0.212521,0.053705,0.048547,0.009837,0.007821,0.000000,0.000000,0.001286,0.003194,0.004937,0.000000,0.739087,0.179762,0.000000
boraxo, 32 (half),,,0.067974,0.023996,0.009653,0.147005,0.012742,0.018455,0.013508,0.009500,0.033453,0.032184,0.032229,0.024336,0.023407,0.014172,4.288868,0.002126,0.001317,0.001620,0.004101,2.528498,0.077095,0.026068,0.039910,0.004998,0.040091,0.115970,0.035711,0.052572,0.094410,0.006034,0.051986,0.733221,1.121587,0.012755,0.024132,0.028743,0.143101,0.900532,0.007699,0.005527,0.040889,0.066476,0.129969,0.018330,0.035887,0.032981,0.037038,0.031557,0.035427,0.005019,0.035028,0.021454,0.693421,0.086678,0.000000,0.015024,0.033458,0.036335,0.000000,0.004354,0.174285,0.230397,0.051426,0.050660,0.009975,0.004534,0.000000,0.000000,0.000891,0.001392,0.002115,0.000000,0.741490,0.183920,0.000000
corona-cpu, 48 (half),,,0.017084,0.005165,0.009821,0.037695,0.013090,0.010816,0.008517,0.012332,0.015739,0.062854,0.047478,0.021752,0.010320,0.030765,1.227708,0.002783,0.001713,0.002269,0.005544,0.492884,0.018546,0.013548,0.039928,0.004255,0.050208,0.206577,0.021837,0.018318,0.016195,0.003859,0.024590,0.098319,0.155492,0.009253,0.005835,0.025781,0.176107,0.145651,0.008381,0.003277,0.048209,0.053055,0.088653,0.003694,0.018364,0.032779,0.040839,0.045939,0.022357,0.004329,0.014465,0.010492,0.322500,0.018782,0.000000,0.010985,0.013397,0.013279,0.000000,0.003875,0.037404,0.047928,0.024213,0.021658,0.005902,0.004164,0.000000,0.000000,0.001342,0.002034,0.002999,0.000000,0.188348,0.306224,0.000000
dane, 112 (half),,,0.008363,0.002732,0.005186,0.032487,0.009266,0.004748,0.003692,0.004801,0.007523,0.025149,0.024794,0.007930,0.005373,0.009466,3.636838,0.001165,0.004405,0.004379,0.001529,2.130382,0.009831,0.006509,0.019557,0.009195,0.019416,0.069746,0.010480,0.007051,0.008090,0.001383,0.010618,0.087019,0.142974,0.003288,0.005086,0.015832,0.081803,0.115173,0.005896,0.001423,0.027182,0.036252,0.065368,0.003135,0.010641,0.017315,0.024786,0.017786,0.010104,0.001572,0.005475,0.003529,0.098574,0.007757,0.000000,0.003862,0.005106,0.005115,0.000000,0.001305,0.012728,0.047676,0.009680,0.007646,0.002259,0.001915,0.000000,0.000000,0.000783,0.001113,0.001195,0.000000,0.725537,0.254915,0.000000
mammoth, 128 (half),,,0.009603,0.004981,0.017397,0.026520,0.025390,0.009921,0.006976,0.013752,0.020919,0.079258,0.076287,0.016203,0.014204,0.032507,1.386271,0.002302,0.003506,0.004156,0.003693,0.636196,0.015891,0.021063,0.065141,0.007419,0.065176,0.143510,0.035438,0.015148,0.021738,0.004228,0.037022,0.043177,0.066843,0.006636,0.008637,0.047267,0.295669,0.066273,0.008251,0.005364,0.066517,0.103252,0.161079,0.004920,0.034704,0.057713,0.071060,0.058970,0.032783,0.005215,0.011184,0.009900,0.142513,0.018045,0.000000,0.011634,0.010217,0.009756,0.000000,0.004924,0.023308,0.021929,0.030870,0.017813,0.006863,0.005541,0.000000,0.000000,0.002196,0.003319,0.004248,0.000000,0.205939,0.698442,0.000000
matrix-cpu, 112 (half),,,0.004071,0.002110,0.005885,0.019822,0.012264,0.004038,0.003317,0.004559,0.010266,0.028155,0.028530,0.005856,0.007348,0.010932,2.042834,0.001136,0.005671,0.005536,0.001407,0.924286,0.006744,0.007086,0.023016,0.011869,0.022953,0.074945,0.012412,0.006337,0.006644,0.001505,0.012232,0.018651,0.030573,0.003733,0.003136,0.015964,0.094354,0.021812,0.004814,0.001698,0.022721,0.037510,0.053565,0.001634,0.011517,0.020420,0.026389,0.020384,0.011631,0.001439,0.003941,0.002737,0.061559,0.006456,0.000000,0.003603,0.003536,0.003496,0.000000,0.001081,0.008244,0.033505,0.010308,0.005527,0.002207,0.002041,0.000000,0.000000,0.000816,0.001226,0.001299,0.000000,0.351104,0.358175,0.000000
tioga-cpu, 64 (half),,,0.020668,0.009801,0.006129,0.016344,0.007793,0.015422,0.004772,0.006592,0.023916,0.032105,0.031719,0.022699,0.018541,0.012342,3.561433,0.001305,0.000493,0.002249,0.003995,0.797372,0.022639,0.021563,0.022571,0.001489,0.022918,0.071546,0.027613,0.020462,0.038274,0.009356,0.035073,0.083005,0.131772,0.005532,0.003429,0.020342,0.076513,0.120465,0.007133,0.002556,0.033776,0.035332,0.059179,0.002997,0.026566,0.020820,0.028012,0.021260,0.027021,0.005917,0.014731,0.014526,0.373059,0.032800,0.000000,0.017256,0.020279,0.012704,0.000000,0.004890,0.031666,0.019676,0.041398,0.011322,0.004844,0.002543,0.000000,0.000000,0.000818,0.000826,0.001687,0.000000,0.285132,0.053652,0.000000
