machine,core,Kernel                      ,Kernel                      ,Basic_DAXPY                 ,Basic_DAXPY_ATOMIC          ,Basic_IF_QUAD               ,Basic_INDEXLIST             ,Basic_INDEXLIST_3LOOP       ,Basic_INIT3                 ,Basic_INIT_VIEW1D           ,Basic_INIT_VIEW1D_OFFSET    ,Basic_MAT_MAT_SHARED        ,Basic_MULADDSUB             ,Basic_NESTED_INIT           ,Basic_PI_ATOMIC             ,Basic_PI_REDUCE             ,Basic_REDUCE3_INT           ,Basic_REDUCE_STRUCT         ,Basic_TRAP_INT              ,Lcals_DIFF_PREDICT          ,Lcals_EOS                   ,Lcals_FIRST_DIFF            ,Lcals_FIRST_MIN             ,Lcals_FIRST_SUM             ,Lcals_GEN_LIN_RECUR         ,Lcals_HYDRO_1D              ,Lcals_HYDRO_2D              ,Lcals_INT_PREDICT           ,Lcals_PLANCKIAN             ,Lcals_TRIDIAG_ELIM          ,Polybench_2MM               ,Polybench_3MM               ,Polybench_ADI               ,Polybench_ATAX              ,Polybench_FDTD_2D           ,Polybench_FLOYD_WARSHALL    ,Polybench_GEMM              ,Polybench_GEMVER            ,Polybench_GESUMMV           ,Polybench_HEAT_3D           ,Polybench_JACOBI_1D         ,Polybench_JACOBI_2D         ,Polybench_MVT               ,Stream_ADD                  ,Stream_COPY                 ,Stream_DOT                  ,Stream_MUL                  ,Stream_TRIAD                ,Apps_CONVECTION3DPA         ,Apps_DEL_DOT_VEC_2D         ,Apps_DIFFUSION3DPA          ,Apps_ENERGY                 ,Apps_FIR                    ,Apps_HALOEXCHANGE           ,Apps_HALOEXCHANGE_FUSED     ,Apps_LTIMES                 ,Apps_LTIMES_NOVIEW          ,Apps_MASS3DPA               ,Apps_NODAL_ACCUMULATION_3D  ,Apps_PRESSURE               ,Apps_VOL3D                  ,Algorithm_SCAN              ,Algorithm_SORT              ,Algorithm_SORTPAIRS         ,Algorithm_REDUCE_SUM        ,Algorithm_MEMSET            ,Algorithm_MEMCPY            
mammoth,min,,,0.004086,0.016638,0.004309,0.003207,0.005869,0.007414,0.023281,0.017342,0.006737,0.005535,0.007159,0.487409,0.001098,0.000558,0.001325,0.001870,0.006980,0.007247,0.013790,0.002050,0.013914,0.050665,0.009189,0.006778,0.009299,0.002007,0.010555,0.017601,0.022037,0.004254,0.002332,0.011039,0.040541,0.022894,0.002419,0.001341,0.015859,0.024295,0.041815,0.001686,0.008206,0.011514,0.015372,0.011989,0.008340,0.002473,0.004916,0.004374,0.008979,0.004132,0.010805,0.006987,0.004569,0.004530,0.001847,0.013439,0.010909,0.007556,0.001973,,,0.000574,0.000721,0.001068
poodle,min,,,0.002400,0.017078,0.003317,0.002258,0.001998,0.005323,0.011501,0.011131,0.002330,0.003781,0.004540,0.628938,0.000475,0.000301,0.000514,0.000774,0.005306,0.004059,0.009383,0.002562,0.009481,0.028700,0.005569,0.003817,0.004188,0.000801,0.005626,0.013996,0.022862,0.002278,0.001458,0.007279,0.027655,0.018997,0.001229,0.000637,0.011890,0.015794,0.029599,0.001050,0.004937,0.008553,0.009674,0.008412,0.005024,0.001245,0.003264,0.003040,0.004464,0.002647,0.006887,0.003759,0.003487,0.003623,0.001193,0.015153,0.006650,0.004351,0.001168,,,0.000266,0.000490,0.000555
ec2-c5n,min,,,0.004201,0.027844,0.005257,0.003702,0.006194,0.008301,0.038740,0.029028,0.013080,0.006062,0.013327,0.568311,0.001551,0.000690,0.000963,0.002198,0.009264,0.009746,0.016150,0.002906,0.016422,0.041896,0.012933,0.007215,0.015868,0.002096,0.011119,0.041013,0.065180,0.003304,0.004552,0.012335,0.048216,0.053649,0.001999,0.002408,0.016063,0.030349,0.047282,0.001751,0.008662,0.013466,0.023091,0.013088,0.008608,0.002359,0.006464,0.005539,0.006132,0.006949,0.008507,0.004356,0.006132,0.006147,0.002141,0.034331,0.011904,0.010471,0.001883,,,0.000665,0.000739,0.000790
ec2-c6a,min,,,0.003139,0.008863,0.004027,0.001936,0.003145,0.005436,0.018999,0.016556,0.004082,0.004275,0.007043,0.514668,0.001396,0.000512,0.001070,0.001895,0.007100,0.006357,0.011791,0.001748,0.011600,0.031500,0.007196,0.005332,0.012458,0.001822,0.008459,0.013690,0.021300,0.003874,0.002034,0.009091,0.047073,0.018590,0.002232,0.001163,0.016549,0.020087,0.033907,0.001494,0.006683,0.010333,0.015667,0.010094,0.006808,0.001751,0.004392,0.003348,0.004871,0.003499,0.004296,0.003236,0.003482,0.003559,0.001334,0.005312,0.007578,0.005061,0.001488,,,0.000642,0.000653,0.000835
ec2-c6i,min,,,0.002867,0.018845,0.003860,0.003174,0.005392,0.007314,0.020405,0.020411,0.008455,0.005076,0.008294,0.550448,0.001155,0.000419,0.000636,0.001948,0.005506,0.006661,0.011546,0.002094,0.011456,0.027721,0.007188,0.004510,0.006988,0.001341,0.007369,0.014088,0.023703,0.002330,0.002013,0.009390,0.035827,0.022261,0.000958,0.001023,0.011761,0.021336,0.035759,0.001264,0.006015,0.010404,0.017134,0.009017,0.006026,0.001517,0.004313,0.003037,0.004268,0.004441,0.005394,0.004003,0.003674,0.003759,0.001394,0.020376,0.008015,0.005931,0.001561,,,0.000544,0.000403,0.000433
Avg_Max
boraxo,max,,,0.022782,0.289505,0.035560,0.041134,0.016274,0.061529,0.056615,0.044749,0.039096,0.042996,0.022194,2.785129,0.002920,0.002777,0.002984,0.007019,0.094105,0.045932,0.091943,0.011245,0.092068,0.102067,0.068906,0.096780,0.129294,0.008963,0.092026,0.248818,0.464015,0.035315,0.022253,0.052536,0.222594,0.481962,0.005329,0.007331,0.058345,0.148148,0.210075,0.008913,0.068586,0.082685,0.091856,0.082829,0.068707,0.010499,0.072555,0.043023,0.150548,0.039866,0.084521,0.217268,0.092347,0.092448,0.010119,0.394810,0.097648,0.110962,0.013375,,,0.001487,0.001841,0.004596
catalyst,max,,,0.025402,0.244079,0.079077,0.034886,0.044725,0.081732,0.114728,0.114937,0.060440,0.057744,0.051884,1.239228,0.015626,0.001485,0.002320,0.031088,0.183479,0.059949,0.101614,0.008659,0.101945,0.130360,0.068349,0.133614,0.206887,0.075015,0.082347,2.086903,3.336956,0.041355,0.060022,0.062860,0.281280,2.750706,0.013562,0.005886,0.082751,0.177710,0.267671,0.059202,0.064796,0.085378,0.082283,0.085415,0.064335,0.015790,0.098034,0.056914,0.207938,0.061578,0.066218,0.069172,0.085470,0.085299,0.016329,0.368490,0.093979,0.124116,0.010249,,,0.001158,0.002924,0.004753
quartz,max,,,0.024054,0.226490,0.064001,0.034375,0.043030,0.066648,0.104555,0.111098,0.037701,0.045841,0.049202,1.278622,0.005236,0.002663,0.003102,0.014225,0.113338,0.042482,0.097286,0.008942,0.096958,0.109752,0.063769,0.085562,0.106463,0.012433,0.078821,0.282455,0.457061,0.033839,0.011176,0.052110,0.274335,0.376053,0.004157,0.004188,0.067818,0.157419,0.221588,0.010421,0.063053,0.084903,0.066510,0.086859,0.063103,0.011963,0.067610,0.044973,0.152185,0.037683,0.096260,0.105520,0.104725,0.105114,0.010842,0.352699,0.088010,0.101915,0.010786,,,0.001033,0.003201,0.004881
ruby,max,,,0.019604,0.179168,0.023090,0.027700,0.032525,0.049283,0.054581,0.054237,0.028695,0.034515,0.021967,1.471980,0.001970,0.005901,0.005799,0.004668,0.059318,0.039116,0.078301,0.011860,0.078319,0.110337,0.058651,0.064321,0.100554,0.033034,0.077866,0.168011,0.278564,0.021924,0.024926,0.044463,0.202459,0.298526,0.006974,0.006938,0.040025,0.127679,0.161667,0.008774,0.058801,0.070496,0.077929,0.070515,0.058658,0.007914,0.045201,0.028247,0.128962,0.025972,0.147222,0.352569,0.057257,0.057166,0.007394,0.252441,0.081919,0.066393,0.009151,,,0.001486,0.002190,0.003941
mammoth,max,,,0.028453,0.170447,0.020227,0.031672,0.038153,0.030518,0.122425,0.126919,0.020662,0.022312,0.046410,0.859715,0.005388,0.005868,0.006755,0.013597,0.124680,0.031128,0.112760,0.012785,0.120711,0.181121,0.059784,0.059451,0.168290,0.006997,0.061253,0.164312,0.264190,0.028329,0.012711,0.074297,0.341830,0.215113,0.006813,0.007721,0.077750,0.177610,0.269133,0.007635,0.058041,0.099686,0.127582,0.112172,0.059144,0.008823,0.043222,0.034807,0.160917,0.019893,0.324843,0.196054,0.057567,0.057477,0.008405,0.267831,0.043284,0.066906,0.007689,,,0.003223,0.005468,0.006073
poodle,max,,,0.010945,0.202898,0.026861,0.030584,0.009358,0.043900,0.048630,0.048700,0.014712,0.030866,0.020019,9.103798,0.002746,0.013252,0.013133,0.005290,0.084821,0.033882,0.041650,0.028691,0.043735,0.076276,0.046885,0.063666,0.098941,0.004959,0.067519,0.170964,0.278255,0.026221,0.005263,0.036470,0.122160,0.231371,0.004147,0.002508,0.037537,0.079464,0.116709,0.004804,0.045000,0.037063,0.109702,0.036654,0.045005,0.010671,0.035372,0.030190,0.115482,0.021401,0.153928,1.244189,0.049836,0.050717,0.007425,0.317188,0.066242,0.055064,0.006040,,,0.002884,0.002050,0.002174
ec2-c5n,max,,,0.019996,0.192656,0.032779,0.034308,0.035165,0.053502,0.140493,0.096061,0.062526,0.037155,0.043231,1.016987,0.004452,0.002619,0.002762,0.009342,0.077541,0.046293,0.080263,0.007513,0.080317,0.079859,0.059953,0.065095,0.123980,0.012498,0.081756,0.176193,0.311331,0.025961,0.019255,0.045971,0.194774,0.321307,0.004222,0.005019,0.054159,0.128662,0.168838,0.007987,0.060001,0.072143,0.079760,0.071922,0.059967,0.016328,0.055074,0.046747,0.078110,0.044344,0.074596,0.169183,0.065413,0.065411,0.013594,0.267850,0.088831,0.084825,0.009314,,,0.001898,0.001440,0.004013
ec2-c6a,max,,,0.009306,0.073814,0.030840,0.028517,0.030772,0.018310,0.085497,0.066098,0.042363,0.014392,0.027050,3.872881,0.004020,0.007138,0.007473,0.011683,0.058131,0.033547,0.037256,0.015471,0.035302,0.088583,0.023351,0.044010,0.073918,0.008963,0.034720,0.145167,0.230940,0.024610,0.006805,0.024707,0.117683,0.195042,0.005072,0.004309,0.043205,0.065140,0.124935,0.006248,0.020788,0.033922,0.056966,0.031539,0.020570,0.010478,0.042193,0.029603,0.038961,0.030394,0.132086,0.472784,0.039965,0.040041,0.009485,0.111730,0.033984,0.062661,0.006726,,,0.001726,0.002312,0.003409
ec2-c6i,max,,,0.015837,0.180337,0.024566,0.031068,0.032973,0.044022,0.090565,0.090346,0.050007,0.030820,0.034367,0.757165,0.003862,0.003134,0.002842,0.009105,0.054477,0.037411,0.065566,0.007242,0.066243,0.073669,0.049935,0.050470,0.082579,0.009341,0.066169,0.159000,0.257094,0.024772,0.007409,0.038270,0.181995,0.215713,0.002392,0.004388,0.041833,0.107333,0.145878,0.007198,0.049831,0.057290,0.072789,0.057241,0.049868,0.013272,0.046490,0.033164,0.054920,0.030507,0.099794,0.110358,0.053896,0.053895,0.010760,0.274675,0.069622,0.075034,0.008749,,,0.001819,0.001378,0.003303
Avg_FullThreads
boraxo,full,,,0.006866,0.039455,0.006061,0.004162,0.005069,0.010000,0.034821,0.033136,0.012408,0.007051,0.013965,2.785129,0.001550,0.002777,0.002984,0.002023,0.011867,0.008732,0.027132,0.006349,0.027236,0.096623,0.014863,0.011427,0.016712,0.001558,0.014670,0.111638,0.208414,0.004338,0.013711,0.019890,0.077227,0.215961,0.004294,0.004009,0.018460,0.046287,0.064712,0.002157,0.014175,0.023997,0.035739,0.023924,0.013951,0.002125,0.008837,0.005394,0.014911,0.006230,0.084521,0.217268,0.008764,0.009692,0.002172,0.051215,0.013021,0.012496,0.002349,0.000000,0.000000,0.001012,0.001425,0.001511
catalyst,full,,,0.008118,0.049086,0.015130,0.005039,0.008065,0.018290,0.040529,0.040309,0.025745,0.013152,0.018094,1.239228,0.003339,0.001485,0.001747,0.005933,0.017817,0.014254,0.031807,0.003997,0.032009,0.125143,0.020013,0.023571,0.019808,0.009874,0.023055,0.348734,0.560017,0.007175,0.015336,0.022181,0.090123,0.468213,0.007163,0.004204,0.033684,0.052655,0.086072,0.010894,0.019725,0.026856,0.033031,0.027202,0.019702,0.003664,0.015948,0.009979,0.030526,0.011163,0.066218,0.069172,0.012872,0.012970,0.003553,0.069712,0.023006,0.021576,0.002388,0.000000,0.000000,0.000751,0.001257,0.001639
quartz,full,,,0.009307,0.036999,0.010515,0.004556,0.008107,0.019562,0.044876,0.044711,0.009689,0.013164,0.020773,1.278622,0.001536,0.002663,0.003102,0.002789,0.015709,0.015732,0.036311,0.006319,0.036470,0.108360,0.024405,0.012495,0.020543,0.002855,0.029301,0.055086,0.099904,0.004625,0.006459,0.022159,0.096868,0.099612,0.004157,0.003536,0.026054,0.052762,0.074555,0.002268,0.027193,0.031732,0.036193,0.031113,0.028365,0.002991,0.009693,0.006587,0.019861,0.006317,0.096260,0.105520,0.010382,0.010499,0.002716,0.047183,0.026695,0.012945,0.002726,0.000000,0.000000,0.001033,0.001729,0.002234
ruby,full,,,0.010810,0.027656,0.006339,0.004783,0.009001,0.012101,0.054581,0.054237,0.007975,0.008794,0.021967,1.471980,0.001786,0.005901,0.005799,0.002189,0.010496,0.011783,0.042064,0.011860,0.042189,0.110337,0.021848,0.009197,0.011564,0.003755,0.021563,0.056986,0.098426,0.004441,0.014394,0.030344,0.120059,0.106932,0.005001,0.004586,0.025577,0.068976,0.092258,0.002646,0.021563,0.036153,0.055621,0.037790,0.021395,0.002794,0.005957,0.004660,0.009602,0.006015,0.147222,0.352569,0.005764,0.006116,0.002730,0.027304,0.016693,0.007750,0.003402,0.000000,0.000000,0.001486,0.002190,0.002222
mammoth,full,,,0.028453,0.030545,0.012100,0.008202,0.018966,0.030518,0.122425,0.126919,0.011053,0.022312,0.046410,0.859715,0.003066,0.005868,0.006755,0.003412,0.012624,0.031128,0.112760,0.012785,0.120711,0.104389,0.059784,0.010185,0.023810,0.004274,0.061253,0.017601,0.023595,0.006245,0.012711,0.074297,0.341830,0.024807,0.006813,0.007721,0.077750,0.177610,0.269133,0.006108,0.058041,0.099686,0.127582,0.112172,0.059144,0.008540,0.008918,0.009616,0.011155,0.010858,0.324843,0.196054,0.005473,0.005475,0.007481,0.014633,0.043284,0.011813,0.007115,0.000000,0.000000,0.003223,0.005468,0.006073
poodle,full,,,0.010257,0.017697,0.006205,0.003269,0.008430,0.010723,0.048630,0.048700,0.002840,0.007566,0.020019,9.103798,0.002746,0.013252,0.013133,0.003436,0.006612,0.010428,0.040332,0.028691,0.041669,0.052926,0.020160,0.003817,0.009600,0.001318,0.020088,0.013996,0.025646,0.002901,0.005263,0.032817,0.117705,0.031526,0.004147,0.002508,0.026409,0.079464,0.101196,0.002464,0.020137,0.036680,0.109702,0.036654,0.020018,0.002126,0.003850,0.003163,0.004635,0.004772,0.153928,1.244189,0.003487,0.003623,0.002677,0.015153,0.014850,0.004351,0.002960,0.000000,0.000000,0.002884,0.002050,0.002174
ec2-c5n,full,,,0.006411,0.027844,0.005257,0.003702,0.006194,0.008301,0.040830,0.034624,0.013080,0.006062,0.017285,1.016987,0.001577,0.002619,0.002762,0.002198,0.009264,0.009746,0.024727,0.005711,0.024922,0.068155,0.014867,0.007215,0.015868,0.002096,0.013195,0.075015,0.139266,0.003304,0.012959,0.016762,0.067171,0.143703,0.003876,0.003369,0.016063,0.040835,0.057423,0.001751,0.012423,0.022009,0.029661,0.021720,0.012472,0.002359,0.006464,0.005539,0.006132,0.006949,0.074596,0.169183,0.006132,0.006147,0.002141,0.034331,0.011904,0.010471,0.001883,0.000000,0.000000,0.000853,0.001245,0.001289
ec2-c6a,full,,,0.009306,0.010613,0.004824,0.002953,0.006388,0.010107,0.045743,0.044186,0.007594,0.007355,0.018058,3.872881,0.002237,0.007138,0.007473,0.002543,0.007100,0.010356,0.035834,0.015471,0.035302,0.067532,0.018754,0.005332,0.012458,0.002169,0.018747,0.017412,0.025419,0.003874,0.004694,0.024707,0.117683,0.024592,0.005072,0.002486,0.020594,0.056631,0.086015,0.002400,0.018081,0.031911,0.056966,0.031539,0.018403,0.002142,0.004392,0.003348,0.004871,0.004466,0.132086,0.472784,0.003482,0.003559,0.001550,0.005312,0.014639,0.005061,0.002476,0.000000,0.000000,0.001726,0.001959,0.002087
ec2-c6i,full,,,0.006431,0.018845,0.003860,0.003174,0.005500,0.007808,0.034338,0.034360,0.008500,0.005517,0.014932,0.757165,0.001854,0.003134,0.002842,0.001948,0.005506,0.008414,0.024961,0.005934,0.025636,0.059403,0.013232,0.004510,0.006988,0.001341,0.013243,0.014088,0.023703,0.002330,0.003854,0.017054,0.071282,0.022261,0.002106,0.001727,0.016674,0.041508,0.057470,0.001715,0.012639,0.022476,0.030957,0.022638,0.012697,0.001517,0.004313,0.003037,0.004268,0.004473,0.099794,0.110358,0.003674,0.003759,0.001394,0.020376,0.011175,0.005931,0.001852,0.000000,0.000000,0.001090,0.001378,0.001300
Avg_HalfThreads
boraxo,half,,,0.006032,0.070547,0.009288,0.006322,0.004856,0.014288,0.028742,0.025169,0.014811,0.009969,0.011147,2.316798,0.001410,0.001296,0.001518,0.002258,0.019609,0.010484,0.022930,0.003813,0.023212,0.090411,0.013950,0.022264,0.026569,0.002315,0.016132,0.219087,0.411170,0.006477,0.011003,0.017261,0.065184,0.426993,0.004122,0.003879,0.022769,0.041734,0.068870,0.002570,0.012998,0.019017,0.025023,0.019340,0.012963,0.002757,0.015541,0.009348,0.027670,0.009872,0.057738,0.079158,0.014615,0.016213,0.002680,0.100605,0.017845,0.023004,0.002597,0.000000,0.000000,0.000728,0.001117,0.001235
catalyst,half,,,0.010775,0.090936,0.027141,0.008479,0.012266,0.029345,0.051213,0.051309,0.022758,0.020830,0.024145,1.076560,0.005704,0.000873,0.001311,0.010976,0.029351,0.021847,0.042163,0.003616,0.042078,0.107597,0.026692,0.043131,0.032156,0.018790,0.031872,0.695497,1.117909,0.012616,0.022848,0.027156,0.119121,0.913451,0.006594,0.003322,0.035886,0.069157,0.122073,0.020052,0.028200,0.036546,0.035790,0.036759,0.026107,0.005676,0.029845,0.018038,0.049881,0.019987,0.035225,0.031906,0.023357,0.023425,0.005674,0.137213,0.035897,0.040958,0.003449,0.000000,0.000000,0.000682,0.001331,0.002182
quartz,half,,,0.013307,0.063639,0.017127,0.007245,0.010815,0.023453,0.040927,0.040621,0.013683,0.016825,0.019113,1.020764,0.001806,0.001234,0.001517,0.004022,0.019694,0.015551,0.047426,0.003479,0.047411,0.103683,0.024424,0.020567,0.024376,0.003483,0.028994,0.104221,0.187411,0.006524,0.006982,0.025305,0.117261,0.201695,0.003768,0.002525,0.038301,0.064401,0.091288,0.003677,0.031380,0.042460,0.040012,0.042997,0.031356,0.003693,0.016719,0.010802,0.028048,0.008907,0.057875,0.047260,0.017219,0.017212,0.003279,0.091852,0.032329,0.023475,0.003793,0.000000,0.000000,0.000801,0.001413,0.002816
ruby,half,,,0.005775,0.031851,0.005848,0.004116,0.006404,0.009103,0.026762,0.026533,0.009578,0.006304,0.011744,0.918143,0.001160,0.002095,0.002101,0.001552,0.011251,0.007711,0.022359,0.004564,0.022550,0.091733,0.012291,0.011090,0.020229,0.004820,0.012503,0.088627,0.164117,0.003908,0.013816,0.016110,0.064609,0.175748,0.003647,0.004087,0.020931,0.037997,0.056795,0.001929,0.011795,0.018684,0.027374,0.019945,0.011726,0.001714,0.007447,0.005137,0.017376,0.005929,0.068831,0.094307,0.007090,0.007491,0.001785,0.041523,0.011195,0.011236,0.002137,0.000000,0.000000,0.000770,0.001119,0.001226
mammoth,half,,,0.016529,0.021051,0.008049,0.005002,0.011747,0.018123,0.073018,0.072119,0.010360,0.013746,0.027809,0.749407,0.001965,0.003150,0.003898,0.002602,0.010125,0.018852,0.063449,0.006908,0.062381,0.082184,0.032944,0.009411,0.016101,0.003390,0.034687,0.024037,0.033695,0.005669,0.007688,0.043203,0.187214,0.038148,0.004418,0.004555,0.050218,0.099693,0.163516,0.003764,0.032163,0.055603,0.069296,0.056442,0.033016,0.005454,0.007579,0.006148,0.010424,0.008157,0.174867,0.096172,0.005195,0.005511,0.002885,0.013439,0.025680,0.011356,0.004596,0.000000,0.000000,0.001893,0.003099,0.003583
poodle,half,,,0.004790,0.020411,0.004059,0.002258,0.004088,0.005323,0.024800,0.024619,0.002705,0.003781,0.009623,2.982460,0.001066,0.003551,0.003511,0.001262,0.006205,0.005477,0.018498,0.007829,0.018498,0.042894,0.009568,0.004264,0.005606,0.000890,0.009548,0.024790,0.048898,0.002278,0.002658,0.015824,0.055866,0.058821,0.003305,0.001204,0.019319,0.036791,0.055904,0.001560,0.009251,0.016444,0.027744,0.016933,0.009375,0.001591,0.003745,0.003140,0.004832,0.003408,0.065939,0.338415,0.004257,0.004209,0.001493,0.027336,0.008116,0.004995,0.001628,0.000000,0.000000,0.000861,0.001075,0.001051
ec2-c5n,half,,,0.005387,0.047636,0.008272,0.005826,0.007587,0.011608,0.045871,0.033209,0.020736,0.008274,0.015387,0.963118,0.001699,0.001334,0.001429,0.002949,0.013940,0.012610,0.021009,0.003102,0.020774,0.063366,0.015918,0.013821,0.023763,0.003114,0.013669,0.146631,0.276112,0.005086,0.011223,0.015903,0.058652,0.285084,0.003350,0.003808,0.019758,0.035762,0.061664,0.001988,0.011221,0.018217,0.023091,0.017919,0.011264,0.003848,0.011501,0.010077,0.013413,0.011615,0.046562,0.060405,0.010205,0.010206,0.003474,0.067032,0.015533,0.019420,0.002003,0.000000,0.000000,0.000688,0.000974,0.001074
ec2-c6a,half,,,0.005674,0.008863,0.005073,0.002700,0.004721,0.007556,0.030785,0.028300,0.006070,0.005778,0.011462,2.381915,0.001592,0.002577,0.002804,0.002397,0.010719,0.009701,0.023865,0.005889,0.024025,0.059042,0.013816,0.008712,0.016343,0.001837,0.013249,0.019304,0.031384,0.005218,0.003108,0.020886,0.076773,0.029706,0.004663,0.001625,0.043205,0.035882,0.060967,0.001853,0.011541,0.019819,0.028497,0.019243,0.011935,0.002022,0.004895,0.003838,0.007567,0.004171,0.073069,0.095989,0.003595,0.003790,0.001535,0.008281,0.011567,0.006775,0.001772,0.000000,0.000000,0.000936,0.001244,0.001362
ec2-c6i,half,,,0.004359,0.028128,0.004472,0.003572,0.005392,0.007314,0.026886,0.026444,0.008465,0.005183,0.011584,0.669214,0.001685,0.001576,0.001432,0.002317,0.007860,0.007974,0.016994,0.003046,0.017036,0.054197,0.009763,0.006756,0.011539,0.001627,0.009499,0.024897,0.042439,0.002984,0.002639,0.012584,0.047993,0.041909,0.001705,0.001213,0.018293,0.030548,0.047199,0.001473,0.008806,0.015207,0.019769,0.015266,0.008870,0.002081,0.006615,0.005017,0.006170,0.005991,0.054090,0.064864,0.006331,0.006604,0.001916,0.038778,0.009380,0.010020,0.001561,0.000000,0.000000,0.000592,0.000936,0.000839
Avg_QtrThreads
boraxo,quarter,,,0.004620,0.066337,0.008750,0.009127,0.004280,0.016187,0.020550,0.017957,0.012544,0.010776,0.008132,1.162786,0.001337,0.000674,0.000958,0.002205,0.020733,0.009149,0.017922,0.003693,0.017874,0.089735,0.011168,0.020789,0.025805,0.002335,0.012965,0.053485,0.088670,0.009805,0.022253,0.012553,0.051569,0.068552,0.005329,0.003263,0.017721,0.033171,0.056067,0.002407,0.010138,0.013947,0.021999,0.014310,0.010198,0.002724,0.016416,0.009551,0.027693,0.009450,0.030741,0.038061,0.021703,0.021438,0.002580,0.088423,0.016769,0.024816,0.003417,0.000000,0.000000,0.000611,0.000791,0.000946
catalyst,quarter,,,0.010206,0.084474,0.028045,0.012482,0.016220,0.036596,0.046086,0.046069,0.022959,0.026505,0.021216,0.812711,0.005537,0.000582,0.001156,0.010756,0.032602,0.022616,0.040191,0.003631,0.040097,0.108468,0.026000,0.043828,0.034257,0.025775,0.030814,0.703597,1.120552,0.016921,0.021741,0.024610,0.108839,0.928160,0.007736,0.002691,0.031922,0.069534,0.101503,0.020325,0.024593,0.033641,0.034202,0.033653,0.024659,0.005643,0.033744,0.018944,0.051363,0.021222,0.023380,0.013262,0.029709,0.029791,0.005810,0.125463,0.040820,0.042047,0.003846,0.000000,0.000000,0.000620,0.001234,0.002022
quartz,quarter,,,0.011758,0.055075,0.016750,0.009785,0.012780,0.031223,0.034695,0.036294,0.011495,0.022103,0.017190,0.656037,0.001606,0.000725,0.001402,0.003746,0.024421,0.015615,0.043021,0.003398,0.042655,0.104023,0.020845,0.021767,0.027017,0.004465,0.026668,0.068419,0.110323,0.010044,0.008393,0.026110,0.104950,0.090569,0.004052,0.001917,0.028579,0.057702,0.075166,0.003390,0.028673,0.038521,0.034176,0.038934,0.028775,0.004101,0.016824,0.012473,0.031332,0.010166,0.035750,0.036345,0.025961,0.026033,0.003330,0.083128,0.036814,0.024600,0.004024,0.000000,0.000000,0.000677,0.001114,0.002564
ruby,quarter,,,0.003738,0.028186,0.004937,0.005045,0.006307,0.008341,0.015594,0.015191,0.007739,0.005759,0.006736,0.705309,0.000783,0.000984,0.001123,0.001258,0.010141,0.005696,0.014063,0.002823,0.014370,0.087960,0.008189,0.009992,0.018723,0.005180,0.007926,0.026720,0.041798,0.004952,0.024926,0.009882,0.039862,0.035421,0.006974,0.006065,0.013544,0.024574,0.037653,0.001843,0.007623,0.011451,0.016122,0.012183,0.007660,0.001565,0.007318,0.004906,0.017415,0.004879,0.035988,0.055888,0.008791,0.008878,0.001581,0.037002,0.009139,0.010057,0.002048,0.000000,0.000000,0.000481,0.000661,0.000788
mammoth,quarter,,,0.006471,0.016638,0.004357,0.003207,0.005869,0.008197,0.033253,0.030658,0.009313,0.006504,0.011984,0.548674,0.001098,0.001457,0.001936,0.001870,0.006980,0.009169,0.024947,0.003436,0.024511,0.070270,0.013581,0.006778,0.009299,0.002269,0.014501,0.021553,0.022037,0.004254,0.003531,0.018919,0.077776,0.022894,0.004188,0.001678,0.027013,0.039384,0.068228,0.001985,0.013481,0.023081,0.028178,0.023151,0.013767,0.002956,0.004916,0.004374,0.008979,0.004132,0.084158,0.046582,0.004569,0.004530,0.001847,0.019583,0.010909,0.007556,0.002471,0.000000,0.000000,0.000976,0.001425,0.001736
poodle,quarter,,,0.003265,0.017078,0.003317,0.002380,0.002657,0.005354,0.016308,0.016148,0.002330,0.004460,0.006334,0.949907,0.000540,0.001956,0.002037,0.000774,0.005306,0.004059,0.013081,0.004840,0.013219,0.034767,0.006951,0.003973,0.004188,0.000833,0.007042,0.014498,0.022862,0.002961,0.001869,0.009749,0.036517,0.018997,0.003072,0.000909,0.018848,0.021881,0.032979,0.001067,0.006623,0.011834,0.013997,0.011614,0.006798,0.001245,0.003264,0.003040,0.004464,0.002647,0.045595,0.145944,0.004323,0.004319,0.001193,0.023297,0.006650,0.004642,0.001270,0.000000,0.000000,0.000473,0.000718,0.000757
